wbgt,continuous_exposure_minutes,next_travel_minutes,time_since_rest_minutes,cooling_spot_distance_m,heat_risk_score,risk_level,rest_status
26.6,90.75,31.21,41.16,1217.11,78.37,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.81,95.17,12.15,63.37,768.31,38.07,CAUTION,MOVABLE
27.97,67.77,3.29,141.15,1887.61,66.24,REST_RECOMMENDED,REST_RECOMMENDED
23.46,62.99,11.97,86.91,1123.5,49.0,CAUTION,REST_RECOMMENDED
33.12,84.75,32.99,111.42,2190.45,94.53,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.65,69.78,13.05,64.32,680.53,82.45,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.57,138.78,10.9,54.56,57.93,44.06,CAUTION,REST_RECOMMENDED
27.41,87.45,39.79,127.08,585.52,72.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.51,122.5,29.83,88.88,1867.04,56.89,REST_RECOMMENDED,REST_RECOMMENDED
29.43,37.02,13.56,45.01,643.16,66.57,REST_RECOMMENDED,REST_RECOMMENDED
27.33,44.9,26.36,77.92,505.76,60.39,REST_RECOMMENDED,REST_RECOMMENDED
20.61,61.19,21.77,66.99,1196.68,36.41,CAUTION,MOVABLE
31.77,50.88,26.84,112.36,1557.62,78.91,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.69,91.21,2.78,60.02,1267.39,62.23,REST_RECOMMENDED,REST_RECOMMENDED
20.57,100.72,20.22,106.24,376.04,41.82,CAUTION,REST_RECOMMENDED
25.43,135.41,29.34,104.35,1386.93,79.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.98,56.21,11.58,96.49,1604.85,23.0,LOW,MOVABLE
25.19,51.42,21.29,72.39,1087.38,60.19,REST_RECOMMENDED,REST_RECOMMENDED
21.01,66.0,26.68,34.75,415.29,36.0,CAUTION,MOVABLE
26.74,12.3,11.08,82.91,270.55,47.46,CAUTION,REST_RECOMMENDED
20.85,77.34,21.81,59.18,63.41,24.0,LOW,MOVABLE
28.33,99.49,5.54,149.82,1494.34,87.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.8,118.82,13.1,104.57,1627.41,44.13,CAUTION,REST_RECOMMENDED
23.74,15.97,42.03,93.4,2198.84,45.96,CAUTION,REST_RECOMMENDED
33.78,7.23,23.09,115.53,1873.69,70.41,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.35,26.78,11.34,15.13,793.27,40.58,CAUTION,REST_RECOMMENDED
23.29,59.57,52.76,77.07,1224.6,47.0,CAUTION,REST_RECOMMENDED
19.62,100.96,23.09,52.56,1291.73,38.67,CAUTION,MOVABLE
23.23,75.28,34.67,6.6,195.9,45.8,CAUTION,REST_RECOMMENDED
30.28,91.96,25.93,142.83,775.06,92.38,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.38,110.88,23.65,101.51,553.13,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
33.43,94.53,39.86,115.03,1316.17,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
21.36,91.01,16.97,57.37,1818.78,47.6,CAUTION,REST_RECOMMENDED
20.18,80.8,19.25,45.59,479.35,24.24,LOW,MOVABLE
29.05,50.01,31.72,57.17,1684.05,75.69,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.85,110.54,35.37,104.49,1201.35,52.01,REST_RECOMMENDED,REST_RECOMMENDED
30.83,90.21,20.92,106.26,298.8,91.48,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
32.11,85.85,23.97,42.03,344.32,83.13,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.23,63.36,51.08,41.55,1766.32,52.0,REST_RECOMMENDED,REST_RECOMMENDED
24.44,38.25,21.57,44.94,1191.24,44.08,CAUTION,REST_RECOMMENDED
26.17,12.63,20.01,109.81,1960.96,56.82,REST_RECOMMENDED,REST_RECOMMENDED
27.21,22.6,2.94,42.54,402.98,37.0,CAUTION,MOVABLE
28.45,22.08,40.94,115.55,622.85,72.54,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.95,16.81,18.42,85.84,444.34,10.71,LOW,MOVABLE
30.72,94.06,36.64,112.54,1919.35,98.59,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.91,26.13,14.44,48.32,300.97,55.0,REST_RECOMMENDED,REST_RECOMMENDED
24.31,68.87,22.73,70.71,1294.23,58.38,REST_RECOMMENDED,REST_RECOMMENDED
26.7,104.89,11.63,34.53,1774.75,71.48,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.3,77.62,39.46,117.29,1446.29,93.47,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
32.25,67.87,39.57,102.48,864.7,88.07,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.12,30.11,27.22,117.12,1102.65,65.63,REST_RECOMMENDED,REST_RECOMMENDED
19.6,71.87,18.09,29.77,1674.33,22.57,LOW,MOVABLE
33.85,21.84,28.59,20.2,692.24,57.0,REST_RECOMMENDED,REST_RECOMMENDED
23.09,18.04,14.49,90.42,122.51,30.0,CAUTION,MOVABLE
21.47,36.2,35.59,109.78,1034.6,41.74,CAUTION,REST_RECOMMENDED
25.95,47.48,17.16,52.76,363.98,48.0,CAUTION,REST_RECOMMENDED
26.66,36.16,30.39,137.79,876.87,64.58,REST_RECOMMENDED,REST_RECOMMENDED
20.39,150.9,17.59,52.48,1922.27,33.0,CAUTION,MOVABLE
20.09,67.44,31.32,58.25,1313.84,32.0,CAUTION,MOVABLE
29.8,50.27,26.52,144.72,608.9,75.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.9,139.02,45.05,77.9,1482.53,98.04,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
20.02,123.63,18.06,12.17,885.05,29.56,LOW,MOVABLE
18.5,18.75,47.81,54.25,634.14,17.49,LOW,MOVABLE
27.12,97.38,20.84,119.23,2156.1,79.7,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.75,73.16,31.06,57.11,2091.67,42.59,CAUTION,REST_RECOMMENDED
19.73,129.49,13.24,55.08,688.71,35.33,CAUTION,MOVABLE
27.54,54.67,26.65,70.28,579.91,62.4,REST_RECOMMENDED,REST_RECOMMENDED
23.25,36.19,9.04,151.21,932.83,42.82,CAUTION,REST_RECOMMENDED
21.81,53.98,31.18,119.34,726.32,42.58,CAUTION,REST_RECOMMENDED
24.85,38.42,43.64,137.34,215.7,47.04,CAUTION,REST_RECOMMENDED
26.13,129.82,16.75,81.16,490.25,74.91,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.1,7.46,15.08,3.71,1301.06,27.28,LOW,MOVABLE
25.88,69.8,16.58,15.32,1270.89,57.64,REST_RECOMMENDED,REST_RECOMMENDED
28.95,60.96,37.81,33.58,872.55,82.19,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.27,149.62,30.08,87.23,576.06,92.16,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.21,34.78,18.85,83.22,725.81,56.64,REST_RECOMMENDED,REST_RECOMMENDED
28.86,52.08,37.44,63.26,370.0,83.33,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.97,36.04,29.53,39.91,2024.02,57.57,REST_RECOMMENDED,REST_RECOMMENDED
29.55,155.71,38.15,31.94,867.78,89.25,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.86,19.66,12.51,39.94,465.09,46.05,CAUTION,REST_RECOMMENDED
19.8,60.84,33.9,117.93,1143.87,40.65,CAUTION,REST_RECOMMENDED
32.41,42.69,34.13,124.94,1683.98,80.07,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.78,53.16,13.2,137.03,1449.57,28.22,LOW,MOVABLE
24.04,86.79,17.97,132.63,1283.9,56.64,REST_RECOMMENDED,REST_RECOMMENDED
30.02,125.2,18.61,100.55,568.52,90.59,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.84,94.13,28.84,41.57,1996.41,89.33,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.73,79.47,18.3,52.47,2102.75,60.0,REST_RECOMMENDED,REST_RECOMMENDED
25.08,80.21,2.84,158.81,1663.6,67.36,REST_RECOMMENDED,REST_RECOMMENDED
26.02,105.03,3.66,100.14,1449.21,73.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.19,49.32,42.07,117.84,1272.88,45.24,CAUTION,REST_RECOMMENDED
19.94,42.18,29.06,134.66,1629.69,32.0,CAUTION,MOVABLE
26.74,105.47,11.42,66.66,1215.28,73.26,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.05,110.63,40.57,143.67,1384.15,51.11,REST_RECOMMENDED,REST_RECOMMENDED
21.47,76.69,26.71,25.17,1483.57,38.04,CAUTION,MOVABLE
22.92,105.48,20.32,55.25,56.58,42.0,CAUTION,REST_RECOMMENDED
22.03,120.05,36.15,82.51,255.37,55.15,REST_RECOMMENDED,REST_RECOMMENDED
29.85,48.64,12.27,45.3,457.1,64.59,REST_RECOMMENDED,REST_RECOMMENDED
28.69,63.91,8.81,52.55,804.35,70.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.56,66.01,35.2,40.58,1693.01,32.0,CAUTION,MOVABLE
23.9,84.3,25.54,148.62,798.33,59.63,REST_RECOMMENDED,REST_RECOMMENDED
26.2,66.87,25.2,95.62,1246.77,74.69,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.39,123.56,33.12,116.95,722.8,45.0,CAUTION,REST_RECOMMENDED
28.54,52.27,22.68,122.58,937.79,75.22,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.25,15.28,44.43,16.39,837.23,60.55,REST_RECOMMENDED,REST_RECOMMENDED
28.68,11.94,7.6,37.37,93.96,50.0,REST_RECOMMENDED,REST_RECOMMENDED
31.26,98.13,22.03,3.56,885.69,87.45,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.67,34.73,15.34,93.96,858.03,44.25,CAUTION,REST_RECOMMENDED
19.74,71.29,23.45,66.07,2286.02,35.33,CAUTION,MOVABLE
27.36,69.02,19.4,105.85,1294.75,68.72,REST_RECOMMENDED,REST_RECOMMENDED
23.11,79.35,22.35,90.13,1076.71,57.15,REST_RECOMMENDED,REST_RECOMMENDED
23.59,109.76,31.11,120.64,849.18,65.78,REST_RECOMMENDED,REST_RECOMMENDED
20.64,78.86,4.97,93.95,631.97,32.92,CAUTION,MOVABLE
22.4,24.51,18.19,68.96,950.09,24.17,LOW,MOVABLE
27.15,78.75,25.83,66.12,1784.6,68.85,REST_RECOMMENDED,REST_RECOMMENDED
30.19,73.32,18.45,94.33,1152.99,85.85,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.73,126.9,42.13,99.59,1320.41,67.0,REST_RECOMMENDED,REST_RECOMMENDED
21.78,23.37,46.58,119.66,1078.84,33.38,CAUTION,MOVABLE
31.63,106.39,18.65,0.81,696.67,80.64,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.46,53.36,5.85,103.24,2105.9,20.0,LOW,MOVABLE
24.46,8.06,38.12,68.11,249.95,39.7,CAUTION,REST_RECOMMENDED
24.09,62.19,44.83,105.88,1513.77,60.53,REST_RECOMMENDED,REST_RECOMMENDED
19.48,126.09,19.72,84.78,1763.59,42.16,CAUTION,REST_RECOMMENDED
33.54,98.52,13.54,54.04,2046.79,83.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.41,49.16,25.78,98.14,897.78,30.01,CAUTION,MOVABLE
25.71,82.33,18.95,51.47,240.92,55.84,REST_RECOMMENDED,REST_RECOMMENDED
22.31,90.25,17.84,173.5,699.95,54.15,REST_RECOMMENDED,REST_RECOMMENDED
24.75,75.45,19.45,34.65,1000.2,51.81,REST_RECOMMENDED,REST_RECOMMENDED
29.54,101.51,21.92,163.6,486.16,92.71,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.52,94.02,29.68,117.42,62.69,94.22,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.89,40.9,31.4,137.71,485.6,47.0,CAUTION,REST_RECOMMENDED
17.13,54.37,26.47,66.4,373.6,25.86,LOW,MOVABLE
31.33,119.35,30.79,85.73,1090.31,95.55,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.32,35.17,8.78,38.93,50.84,59.76,REST_RECOMMENDED,REST_RECOMMENDED
26.35,124.79,32.55,22.12,697.26,74.07,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.94,58.9,23.82,88.92,457.96,56.45,REST_RECOMMENDED,REST_RECOMMENDED
25.29,60.37,21.64,89.19,2252.81,70.13,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.53,77.37,25.49,36.74,1643.91,67.58,REST_RECOMMENDED,REST_RECOMMENDED
25.46,108.3,22.3,40.11,1401.71,73.88,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.96,53.16,17.08,149.35,2066.84,73.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.72,141.04,36.27,94.95,1988.84,83.62,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.9,64.86,37.78,51.56,209.08,64.05,REST_RECOMMENDED,REST_RECOMMENDED
29.78,80.45,44.66,77.15,1529.88,93.22,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
22.1,15.88,36.44,47.97,1826.73,29.54,LOW,MOVABLE
18.54,127.81,10.89,50.37,268.03,33.82,CAUTION,MOVABLE
22.95,135.18,35.28,49.37,461.58,47.0,CAUTION,REST_RECOMMENDED
21.96,107.97,38.97,66.91,1485.89,54.0,REST_RECOMMENDED,REST_RECOMMENDED
32.32,67.16,25.08,55.74,895.19,78.36,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.12,140.02,20.33,48.8,1761.72,58.21,REST_RECOMMENDED,REST_RECOMMENDED
28.16,32.44,7.97,71.34,703.09,66.96,REST_RECOMMENDED,REST_RECOMMENDED
28.3,123.86,34.02,96.87,1659.61,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.18,50.45,17.88,133.31,630.88,63.44,REST_RECOMMENDED,REST_RECOMMENDED
31.62,42.09,43.98,145.52,215.75,76.18,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.45,71.49,9.06,150.77,1983.18,81.48,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.51,151.19,25.49,134.82,892.18,47.65,CAUTION,REST_RECOMMENDED
27.52,56.94,8.92,117.59,1404.84,58.64,REST_RECOMMENDED,REST_RECOMMENDED
17.37,124.28,12.37,90.38,390.26,37.94,CAUTION,MOVABLE
25.19,75.06,9.62,80.04,849.59,59.18,REST_RECOMMENDED,REST_RECOMMENDED
26.92,46.0,35.85,54.08,1871.27,60.22,REST_RECOMMENDED,REST_RECOMMENDED
19.25,119.81,54.83,37.68,119.85,41.37,CAUTION,REST_RECOMMENDED
24.02,77.52,10.74,63.91,940.7,52.61,REST_RECOMMENDED,REST_RECOMMENDED
19.63,42.99,35.1,35.11,1898.1,24.49,LOW,MOVABLE
21.17,44.68,32.1,98.53,226.16,37.55,CAUTION,MOVABLE
32.16,72.32,14.4,166.64,1272.71,87.35,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.54,27.53,18.04,78.51,1943.37,68.76,REST_RECOMMENDED,REST_RECOMMENDED
32.81,55.68,40.63,49.95,554.05,79.91,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.24,28.66,20.75,141.98,1346.76,73.74,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.85,49.6,23.77,128.22,1101.67,62.35,REST_RECOMMENDED,REST_RECOMMENDED
25.02,63.21,10.75,115.6,2116.62,68.64,REST_RECOMMENDED,REST_RECOMMENDED
18.62,140.37,24.42,79.23,743.96,44.15,CAUTION,REST_RECOMMENDED
32.98,23.6,19.35,141.48,1166.31,71.65,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.12,96.53,21.7,72.47,1410.34,51.0,REST_RECOMMENDED,REST_RECOMMENDED
28.66,93.34,31.13,73.05,1065.78,97.05,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.01,38.0,26.59,112.13,279.57,77.21,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.31,71.04,17.54,34.88,722.84,75.6,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.42,94.38,43.23,119.56,1805.73,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
21.58,56.23,10.6,73.8,771.33,28.0,LOW,MOVABLE
23.19,59.41,22.14,39.77,1766.02,40.0,CAUTION,REST_RECOMMENDED
17.64,57.87,27.07,48.91,1609.22,27.61,LOW,MOVABLE
19.1,65.74,11.31,99.72,1341.85,38.32,CAUTION,MOVABLE
20.19,10.62,37.43,122.74,973.95,23.85,LOW,MOVABLE
22.47,87.72,19.25,25.68,1823.46,32.83,CAUTION,MOVABLE
28.71,35.96,8.55,52.59,2454.22,63.0,REST_RECOMMENDED,REST_RECOMMENDED
24.53,47.36,20.36,111.76,2022.48,50.47,REST_RECOMMENDED,REST_RECOMMENDED
29.77,18.51,27.68,155.3,235.86,70.32,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.29,40.75,37.51,140.12,273.55,62.95,REST_RECOMMENDED,REST_RECOMMENDED
21.46,149.01,31.6,44.0,1277.91,54.67,REST_RECOMMENDED,REST_RECOMMENDED
24.32,97.07,12.99,109.18,1155.54,62.52,REST_RECOMMENDED,REST_RECOMMENDED
23.49,44.81,27.28,76.92,2499.93,44.02,CAUTION,REST_RECOMMENDED
29.04,14.25,26.44,74.05,598.85,64.0,REST_RECOMMENDED,REST_RECOMMENDED
22.65,43.69,23.13,143.18,1192.12,42.61,CAUTION,REST_RECOMMENDED
21.17,143.0,46.14,52.35,340.48,51.77,REST_RECOMMENDED,REST_RECOMMENDED
26.07,68.04,4.35,71.16,377.17,61.85,REST_RECOMMENDED,REST_RECOMMENDED
18.2,52.14,14.97,121.15,1356.31,27.8,LOW,MOVABLE
30.91,45.17,17.4,111.96,426.23,70.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.8,119.16,35.46,16.41,542.76,70.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.46,121.25,5.97,119.61,2728.35,91.11,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.42,127.31,27.13,124.98,1090.64,87.62,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.55,97.41,28.18,86.95,618.52,76.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.66,38.25,14.87,119.82,679.48,57.27,REST_RECOMMENDED,REST_RECOMMENDED
19.93,95.11,30.97,147.44,284.06,43.09,CAUTION,REST_RECOMMENDED
25.65,21.16,33.19,84.42,1598.25,55.93,REST_RECOMMENDED,REST_RECOMMENDED
19.79,101.18,40.27,81.08,2354.52,49.93,CAUTION,REST_RECOMMENDED
30.8,49.34,28.5,129.49,1374.03,82.07,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.67,80.49,34.05,16.94,1005.27,49.0,CAUTION,REST_RECOMMENDED
21.58,110.06,31.7,78.04,77.24,53.7,REST_RECOMMENDED,REST_RECOMMENDED
23.11,66.1,9.26,28.96,685.42,41.17,CAUTION,REST_RECOMMENDED
18.22,59.23,9.75,76.28,2143.04,25.45,LOW,MOVABLE
20.23,85.39,14.31,94.52,320.98,31.25,CAUTION,MOVABLE
29.31,47.22,11.83,167.91,211.65,72.29,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.6,66.86,19.69,64.26,1196.54,49.0,CAUTION,REST_RECOMMENDED
20.76,115.27,38.47,115.91,2246.47,52.24,REST_RECOMMENDED,REST_RECOMMENDED
28.7,86.63,15.14,123.18,1262.04,84.53,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.32,81.66,6.76,33.38,1586.62,76.8,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.57,51.51,48.75,98.97,799.11,42.0,CAUTION,REST_RECOMMENDED
31.74,103.62,24.58,81.7,867.25,94.66,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
21.14,31.5,25.23,60.87,363.2,34.66,CAUTION,MOVABLE
21.4,52.52,14.54,56.0,1007.57,31.69,CAUTION,MOVABLE
26.31,100.08,15.8,74.3,584.35,77.67,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.44,76.33,13.08,88.72,1144.96,85.9,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.63,143.71,23.4,88.57,185.65,36.37,CAUTION,MOVABLE
24.14,21.65,15.12,25.38,647.33,27.94,LOW,MOVABLE
25.75,121.62,45.16,62.57,105.48,79.91,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.38,54.26,39.03,9.53,796.15,32.42,CAUTION,MOVABLE
33.94,26.54,30.72,72.83,628.24,70.46,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.76,64.57,31.97,22.94,1396.07,65.86,REST_RECOMMENDED,REST_RECOMMENDED
18.73,108.64,13.28,65.61,1327.55,39.44,CAUTION,REST_RECOMMENDED
28.6,103.78,20.57,128.59,870.41,92.86,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.23,47.75,10.98,35.2,2069.46,69.5,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
25.11,55.84,13.19,129.09,1427.88,66.7,REST_RECOMMENDED,REST_RECOMMENDED
26.28,83.58,42.28,86.94,1540.94,73.34,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.09,91.02,38.16,57.38,47.31,61.91,REST_RECOMMENDED,REST_RECOMMENDED
30.93,61.69,9.09,17.94,1597.5,74.36,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.11,109.97,32.56,55.9,1684.58,62.99,REST_RECOMMENDED,REST_RECOMMENDED
20.57,86.25,9.43,7.08,1412.51,23.52,LOW,MOVABLE
27.65,43.56,21.7,46.09,134.61,56.31,REST_RECOMMENDED,REST_RECOMMENDED
16.79,105.2,12.08,34.26,315.75,32.71,CAUTION,MOVABLE
30.88,93.39,18.59,53.21,1445.15,83.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.62,22.4,32.17,171.49,1118.86,42.0,CAUTION,REST_RECOMMENDED
23.12,51.19,13.68,41.37,1022.74,37.8,CAUTION,MOVABLE
31.37,96.78,25.78,100.76,1805.16,96.83,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.31,115.72,20.79,9.57,1309.37,73.54,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.91,55.2,14.97,93.44,319.33,24.89,LOW,MOVABLE
27.91,23.15,16.97,21.93,1228.87,41.14,CAUTION,REST_RECOMMENDED
23.85,61.82,24.37,87.29,579.94,54.4,REST_RECOMMENDED,REST_RECOMMENDED
21.93,15.25,30.23,139.63,255.85,34.5,CAUTION,MOVABLE
20.7,72.16,10.52,68.22,767.84,36.18,CAUTION,MOVABLE
31.8,71.41,29.79,54.04,638.93,86.33,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
32.98,56.38,29.37,62.7,1813.64,79.01,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.41,74.28,12.11,35.17,556.55,74.87,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.16,77.97,26.41,103.48,490.07,88.64,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.81,21.41,27.59,34.38,1267.13,14.78,LOW,MOVABLE
17.57,62.07,39.12,133.69,791.24,45.4,CAUTION,REST_RECOMMENDED
21.75,78.05,6.53,78.47,161.62,34.72,CAUTION,MOVABLE
26.45,52.47,7.46,93.51,651.94,57.29,REST_RECOMMENDED,REST_RECOMMENDED
32.53,56.95,47.85,22.65,113.87,65.0,REST_RECOMMENDED,REST_RECOMMENDED
20.12,112.56,15.77,26.43,1168.52,30.0,CAUTION,MOVABLE
24.93,127.07,27.02,3.04,1047.11,60.57,REST_RECOMMENDED,REST_RECOMMENDED
30.1,54.37,20.27,155.59,304.08,77.56,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.42,76.85,41.32,43.0,998.12,40.0,CAUTION,REST_RECOMMENDED
22.48,50.95,32.79,72.33,802.99,40.39,CAUTION,REST_RECOMMENDED
23.09,114.18,17.55,78.31,606.98,61.51,REST_RECOMMENDED,REST_RECOMMENDED
22.55,22.06,33.64,101.91,1391.72,32.0,CAUTION,MOVABLE
32.77,113.53,17.23,133.27,991.52,94.92,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
22.71,69.62,45.56,77.3,772.77,48.64,CAUTION,REST_RECOMMENDED
29.52,23.33,23.4,120.26,227.19,64.78,REST_RECOMMENDED,REST_RECOMMENDED
27.94,121.4,6.04,75.98,1288.67,70.27,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.54,148.4,25.99,91.4,918.47,48.63,CAUTION,REST_RECOMMENDED
19.92,80.69,34.6,54.91,733.9,33.63,CAUTION,MOVABLE
19.68,51.15,25.17,96.12,925.29,28.15,LOW,MOVABLE
17.39,36.02,22.7,80.41,1029.44,24.0,LOW,MOVABLE
27.05,60.51,16.16,52.22,1202.51,65.06,REST_RECOMMENDED,REST_RECOMMENDED
25.23,75.67,37.26,92.99,55.64,69.0,REST_RECOMMENDED,REST_RECOMMENDED
31.88,127.56,45.47,45.67,747.27,98.17,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
18.9,47.7,13.09,144.85,1093.9,33.47,CAUTION,MOVABLE
22.87,66.78,7.76,97.02,1900.67,46.32,CAUTION,REST_RECOMMENDED
26.55,83.82,46.5,137.97,638.5,75.99,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.62,30.81,20.07,39.41,697.46,54.72,REST_RECOMMENDED,REST_RECOMMENDED
30.08,153.83,8.64,148.16,440.51,84.89,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.47,51.95,23.93,14.27,1009.03,70.01,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.48,22.64,3.09,134.05,301.46,59.0,REST_RECOMMENDED,REST_RECOMMENDED
21.13,79.86,27.17,42.04,947.58,45.67,CAUTION,REST_RECOMMENDED
32.79,41.05,8.78,47.4,268.16,62.59,REST_RECOMMENDED,REST_RECOMMENDED
32.33,110.09,29.88,63.0,1467.46,94.39,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.85,49.32,48.24,129.38,1167.9,53.06,REST_RECOMMENDED,REST_RECOMMENDED
25.33,32.72,2.98,85.79,1243.16,53.97,REST_RECOMMENDED,REST_RECOMMENDED
32.91,85.63,21.21,19.28,1458.2,80.97,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.18,77.88,16.93,67.73,1627.8,86.92,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.04,39.0,11.91,100.53,829.12,59.0,REST_RECOMMENDED,REST_RECOMMENDED
26.27,78.07,16.13,45.64,999.06,60.3,REST_RECOMMENDED,REST_RECOMMENDED
34.66,41.84,18.02,37.16,937.44,65.3,REST_RECOMMENDED,REST_RECOMMENDED
28.16,82.1,17.42,77.38,1399.98,81.17,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.68,61.48,41.2,147.82,748.55,89.77,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
22.66,19.18,20.81,146.58,427.24,26.0,LOW,MOVABLE
29.17,73.03,20.85,93.35,114.88,85.14,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
32.62,10.14,6.8,47.68,445.32,52.0,REST_RECOMMENDED,REST_RECOMMENDED
31.9,26.55,32.3,158.84,840.21,74.46,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
